2025-10-23 07:49:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 13:52:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:52:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:52:33 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:52:38 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:52:38 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:52:38 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:52:39 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:52:39 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:52:39 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:52:44 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:52:44 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:52:44 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:52:44 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:52:44 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:52:44 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:52:49 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:52:49 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:52:49 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:52:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:52:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:52:50 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:52:55 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:52:55 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:52:55 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:52:55 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:52:55 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:52:55 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:00 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:00 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:01 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:01 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:01 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:01 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:06 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:06 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:06 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:07 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:07 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:07 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:12 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:12 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:12 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:12 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:12 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:12 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:17 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:17 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:17 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:18 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:18 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:18 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:23 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:23 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:23 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:23 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:23 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:23 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:28 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:28 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:28 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:29 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:29 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:29 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:34 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:34 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:34 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:35 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:35 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:35 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:40 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:40 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:40 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:40 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:45 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:45 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:45 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:46 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:46 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:46 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:51 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:51 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:51 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:51 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:51 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:53:56 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:53:56 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:53:56 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:53:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:53:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:53:57 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:02 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:02 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:03 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:08 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:08 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:08 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:08 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:08 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:08 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:13 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:13 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:13 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:14 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:19 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:19 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:19 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:19 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:19 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:19 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:24 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:24 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:24 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:25 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:25 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:25 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:30 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:30 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:30 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:31 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:31 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:31 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:36 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:36 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:36 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:36 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:36 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:36 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:41 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:41 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:41 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:42 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:42 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:42 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:47 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:47 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:47 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:47 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:47 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:47 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:53 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:53 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:53 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:53 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:54:58 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:54:58 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:54:58 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:54:59 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:54:59 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:54:59 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:04 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:04 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:04 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:04 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:04 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:04 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:09 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:09 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:09 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:10 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:15 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:15 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:15 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:15 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:15 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:15 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:21 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:21 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:21 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:21 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:21 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:21 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:26 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:26 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:26 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:27 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:32 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:32 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:32 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:32 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:32 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:32 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:37 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:37 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:37 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:38 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:38 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:38 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:43 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:43 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:43 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:43 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:43 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:43 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:48 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 13:55:48 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 13:55:49 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 13:55:49 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:49 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:49 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:55:53 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '反而 有 一种'
2025-10-23 13:55:53 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '反而 有 一种'
2025-10-23 13:55:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 13:55:57 | ai_assistant | WARNING  | qwen_assistant.py:186 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 13:55:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 13:55:57 | ai_assistant | WARNING  | main.py:51 | handle_single_interaction() | ❌ 执行失败: 执行计划为空
2025-10-23 13:55:57 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: 抱歉，执行计划为空
2025-10-23 13:55:58 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:55:58 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 13:55:58 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 13:58:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 13:58:10 | ai_assistant | INFO     | main.py:60 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 13:58:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 13:58:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
